run_id,experiment_name,operation,request_id,timestamp,user_id,batch_size,plaintext_size_bytes,ciphertext_size_bytes,encryption_time_ms,marshal_time_ms,http_roundtrip_ms,response_unmarshal_ms,proxy_delay_ms,gateway_processing_ms,gateway_parse_ms,gateway_enqueue_ms,gateway_encode_ms,phe_compute_ms,queue_wait_ms,end_to_end_latency_ms,http_status_code,attempt_count,retried,success,failure_stage,failure_code,correctness_sampled,expected_plain_result,decrypted_result,correctness_ok,error_message
run-147229fb51f525c7,concurrency_1_users,sum,concurrency_1_users-u0-r1,2026-02-16T10:32:47.008303709+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4817.6357,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,count,concurrency_1_users-u0-r2,2026-02-16T10:32:53.322568552+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6314.2532,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,sum,concurrency_1_users-u0-r3,2026-02-16T10:32:59.768795027+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6446.2209,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,count,concurrency_1_users-u0-r4,2026-02-16T10:33:05.525002543+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5756.1967,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,sum,concurrency_1_users-u0-r5,2026-02-16T10:33:14.9408145+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9415.8063,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,count,concurrency_1_users-u0-r6,2026-02-16T10:33:21.129502985+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6188.6776,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,sum,concurrency_1_users-u0-r7,2026-02-16T10:33:26.501139381+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5371.6303,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,count,concurrency_1_users-u0-r8,2026-02-16T10:33:32.000659076+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5499.5109,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,sum,concurrency_1_users-u0-r9,2026-02-16T10:33:38.749309267+06:00,0,10,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6748.6448,0,2,true,false,http_connect,http_error,false,,,false,"Post ""http://localhost:8081/compute"": socks connect tcp 72.49.49.11:31034->localhost:8081: unknown error network unreachable"
run-147229fb51f525c7,concurrency_1_users,count,concurrency_1_users-u0-r10,2026-02-16T10:33:44.249490014+06:00,0,10,0,0,0.0000,0.00
